,canonicalUrl,push_tag,commentId,commentContent,commentTime
166,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,→,mozo,很普素的氣質,110.50.142.161 03/05 10:29
167,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,DerrickLin,她好像很愛挺奶的感覺,223.139.168.252 03/05 10:59
168,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,iamjone,好,180.217.206.180 03/05 11:08
169,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,white381520,媽媽比較好,180.217.168.91 03/05 11:26
170,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,qqwwweee,都還好，敢穿而已，都不夠大,220.138.152.41 03/05 11:32
171,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,pili0830,胸型好看,49.216.212.251 03/05 11:33
172,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Everyeeeee,我比較愛媽媽,101.12.147.36 03/05 12:01
173,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,kakamonster,幫平衡,223.137.56.15 03/05 12:05
174,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,calvin0319,媽媽+1,42.74.83.175 03/05 12:05
175,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,vansucker,姐姐的手毛有點多啊,126.4.229.138 03/05 12:12
176,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Bao,看他直播沒什麼氣質 不過很真 不錯,163.20.205.41 03/05 12:24
177,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,shampoopoo,未成年ㄇ 拍照露太多有點不好吧,24.168.74.244 03/05 12:29
178,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Tiandai,為什麼我覺得媽媽最扯？,223.137.20.103 03/05 12:32
179,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,jc789789w,ig往前翻還比較好看,180.176.110.202 03/05 12:53
180,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,nail5566,姐姐是不是有蟹足腫?,42.73.120.194 03/05 12:59
181,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,likahao,推,49.216.44.65 03/05 13:09
182,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,PCoLon,推,39.10.34.242 03/05 13:19
183,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Teemo900814,我原本想大聲斥責的但實在是太可愛了,49.214.130.65 03/05 13:34
184,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,griphix,還不錯，但是請多貼一些媽媽的照片,27.52.62.47 03/05 13:47
185,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,MapleStory55,覺得很棒。推,140.124.249.118 03/05 13:53
186,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,un94su3,媽媽好正喔,223.139.138.142 03/05 14:10
187,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Satansblessi,媽媽我可以....羨慕這家老爸,27.246.105.41 03/05 14:19
188,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,nick45643,普,180.204.225.144 03/05 15:18
189,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,stark5566,...,223.137.159.200 03/05 15:42
190,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,nekohao,口罩戴起來就可以,27.52.63.57 03/05 16:07
191,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,FAUST25,g,110.50.190.75 03/05 16:40
192,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,t2456,媽媽贏了,39.10.7.135 03/05 17:06
193,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,bb1490tw,痘痘在這邊,180.217.216.45 03/05 18:37
194,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,silentguy,肚子餓了 來份親子丼,49.217.25.116 03/05 19:05
195,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,s93281,電獺少女宇恩才正,61.231.183.218 03/05 22:36
196,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,噓,vasia,這個…也算表特喔？？,180.217.124.244 03/05 23:57
197,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,Mincky,對啊，大奶越南複製人才叫表特啊嘻嘻,39.10.11.46 03/06 00:24
198,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,→,Mincky,台女吃不到當然先酸再說,39.10.11.46 03/06 00:25
199,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,asia2505,推,223.138.47.240 03/06 01:44
200,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,cchermit,好想,223.137.33.177 03/06 08:17
201,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,njo6tj06jo3,D=11,1.200.192.81 03/06 08:51
202,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,→,rodriguez13,很強,223.137.92.216 03/06 09:04
203,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,lottery13,豹頭,42.73.249.148 03/06 16:55
204,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,bmbv,一樓講清楚說明白 xddd,39.10.62.217 03/06 21:28
205,https://www.ptt.cc/bbs/Beauty/M.1583312044.A.742.html,推,easyMC,媽媽+2,106.1.37.96 03/06 23:17
0,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,vincent1985,臉被遮的那位好像比較正,111.82.6.55 03/04 17:06
1,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,loveices,door,101.14.154.154 03/04 17:06
2,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,JerianGrant,臉普,223.141.136.53 03/04 17:12
3,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,shuang83,可遠觀,118.168.201.231 03/04 17:13
4,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,drunk0102,醜,49.159.37.19 03/04 17:14
5,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,n61208,歲月不留人,111.83.71.155 03/04 17:20
6,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,hirobumi,想當曹操,1.34.62.35 03/04 17:28
7,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,p58730,好大,42.74.103.235 03/04 17:37
8,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,mgochen,求門,140.115.200.100 03/04 17:41
9,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,pubao,垂,42.77.141.252 03/04 17:43
10,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,aries5420,我der天，真有味道的人妻,59.126.194.232 03/04 17:44
11,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,amare1015,奶子有夠大,111.250.158.224 03/04 18:20
12,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,westwet,蠻屌的，第二、三張我看不出年紀,61.231.86.208 03/04 18:28
13,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,mindasu,對遮住臉的那位比較有興趣,101.137.239.209 03/04 18:36
14,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,bravo564855,啊北圖支援,180.217.150.37 03/04 18:36
15,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,bryant780417,正,114.136.192.203 03/04 18:45
16,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,depe5175,想當嬰兒AAAAA,39.9.30.110 03/04 18:48
17,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,dog990999,https://i.imgur.com/eXA8FXP.jpg,223.137.100.234 03/04 19:00
18,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,chewthelife8,年輕就垂成木瓜了...,42.72.122.102 03/04 19:30
19,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,chewthelife8,本斥但大,42.72.122.102 03/04 19:31
20,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,toka745836,大,27.247.202.226 03/04 19:52
21,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,guy4409,老公沒錢我自含,223.141.231.242 03/04 19:55
22,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,nike2497070,老公這麼瘦 應付得來嗎？,42.73.4.14 03/04 19:56
23,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,Despairile,所以他是誰?,114.36.116.161 03/04 20:02
24,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,SmithLi,木瓜讚,49.216.56.59 03/04 20:16
25,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,ethel7669,木瓜才是極品啊～羨慕男的超爽,110.50.137.35 03/04 20:18
26,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,OGC218,有點像年輕版的劉樂妍··,101.9.180.84 03/04 20:21
27,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,swimbert,真奶下垂被嫌，假奶堅挺也被嫌，魯蛇一,112.104.86.110 03/04 20:24
28,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,swimbert,無所有只能嫌東嫌西了,112.104.86.110 03/04 20:24
29,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,Despairile,我認為99%沒有門,114.36.116.161 03/04 20:28
30,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,melody353688,奶好大,42.76.121.146 03/04 20:41
31,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,gydiaw,木瓜最高,115.82.208.232 03/04 20:58
32,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,nonpro,貴婦樣 只可遠觀,223.138.196.253 03/04 20:59
33,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,stevejack,兇 可以,39.8.3.88 03/04 21:01
34,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,curlymonkey,讚 想要門,114.136.151.129 03/04 21:10
35,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,cakin,有奶就表特？,27.242.137.152 03/04 21:17
36,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,chiz2,臉,49.216.58.106 03/04 21:33
37,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,asxc530530,想讓他AAAAA,36.236.50.87 03/04 21:39
38,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,speed364,標準真低,1.200.209.37 03/04 21:44
39,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,MGou,周day,114.137.133.4 03/04 21:55
40,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,edwardtp,看得出來老公操很兇,223.137.138.118 03/04 22:14
41,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,GohHiong,這個真的大,27.52.127.87 03/04 22:21
42,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,Wilsonek,膝蓋那是繭嗎？嘿嘿,223.137.200.164 03/04 22:41
43,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,A0091127,那個手 真粗,39.10.126.152 03/04 22:50
44,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,squarerinoa,歲月啊～｜,42.76.233.83 03/04 23:00
45,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,AGODC,花多少錢修的?,27.246.232.53 03/04 23:29
46,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,ohmywei,拜託    開門,1.160.85.28 03/04 23:42
47,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,pila4111,臉,36.232.54.239 03/04 23:43
48,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,g7a7n7,嫌屁阿 我巴不得娶到這種,123.194.161.171 03/04 23:44
49,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,uncleben006,樓上這樣OK嗎XD,111.240.181.110 03/05 00:15
50,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,ColinChu,該樓樓上笑死,101.9.204.77 03/05 00:20
51,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,i52088888,把他臉遮住就好了,111.83.221.128 03/05 00:41
52,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,cityhunter04,有錢人,113.161.144.168 03/05 01:17
53,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,simonmiho,https://www.instagram.com/kamchi_cha,114.37.142.211 03/05 01:32
54,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,simonmiho,n,114.37.142.211 03/05 01:32
55,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,edisonhsia,嗯,42.77.29.54 03/05 01:38
56,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,luroro,臉,39.10.62.157 03/05 01:51
57,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,ssdog,老,36.234.10.187 03/05 03:18
58,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,ogcman,她老闆是鐘培生,203.203.83.33 03/05 04:56
59,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,marsaqua,臉打那麼多還敢貼,106.1.76.215 03/05 05:33
60,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,xavier971060,看看那隻手大概就知道本尊多可怕，,114.137.145.64 03/05 07:14
61,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,xavier971060,一堆當兵還沒出來的都覺得可以，怕,114.137.145.64 03/05 07:14
62,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,xavier971060,被壓死,114.137.145.64 03/05 07:14
63,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,longway0906,。,223.139.157.103 03/05 07:37
64,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,ccekw807,那張留言的圖，就是該被當,27.52.197.20 03/05 08:15
65,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,rebai,表特素質堪慮,180.204.180.147 03/05 08:54
66,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,ji385k6,臉,203.204.151.210 03/05 08:55
67,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,js52666,嫁得好,118.170.115.249 03/05 09:10
68,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,hygen,讚,111.249.46.125 03/05 09:13
69,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,birdchen,手,180.217.106.106 03/05 09:43
70,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,CEKershaw,我不可以,27.246.161.212 03/05 10:20
71,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,bassmaster,http://i.imgur.com/qyhnjA4.jpg,39.11.70.209 03/05 10:37
72,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,qqwwweee,真的兇的可怕,220.138.152.41 03/05 10:50
73,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,qqwwweee,54f的不像，奶量差很多,220.138.152.41 03/05 10:54
74,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,推,DerrickLin,老公應該生很多小孩了,223.139.168.252 03/05 10:57
75,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,Dominicana,雨八,101.15.208.34 03/05 11:03
76,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,td770715,這臉不行,223.140.4.237 03/05 11:35
77,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,oldman315,這個不行,180.204.225.105 03/05 11:43
78,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,linbasohigh,那隻手是被虎頭蜂叮過嗎= =？,1.175.124.113 03/05 11:43
79,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,virleo,普,101.12.147.103 03/05 12:00
80,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,rock0414,？？,101.10.84.10 03/05 12:19
81,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,saxen,普臉 但事業深不可測,111.251.200.106 03/05 15:11
82,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,→,bb1490tw,短髮 推,180.217.216.45 03/05 18:35
83,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,tqaz,臉不行,114.26.115.244 03/05 19:16
84,https://www.ptt.cc/bbs/Beauty/M.1583312574.A.971.html,噓,s93281,我的非洲老婆才正,61.231.183.218 03/05 22:39
0,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,newsbow,我不噓 樓下幫噓,114.136.209.37 03/04 17:50
1,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,a963,氣到噓 浪費我時間,220.128.129.64 03/04 17:51
2,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,wangleo,未看先猜東森 李利貞,49.216.212.114 03/04 17:51
3,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,cms6384,這一年被神有365次,101.12.64.187 03/04 17:51
4,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,Boss741108,李利貞,1.200.200.232 03/04 17:53
5,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,dfgtt0329,未看先猜，日常神利貞,106.105.24.166 03/04 17:58
6,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,holdmyass,氣到發抖,123.194.133.172 03/04 18:05
7,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,shala,不過只是年輕一點,138.68.224.227 03/04 18:12
8,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,jackshadow,未看先猜李利貞 不然李作珩,42.73.160.6 03/04 18:23
9,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,eric1999ty,神幾次,125.227.154.48 03/04 18:36
10,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,issemn,未看先猜陳文越,111.242.198.186 03/04 18:40
11,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,IS5F5566,不願意,49.216.160.190 03/04 18:44
12,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,louis5265,多了綠葉陪襯而已,49.216.64.2 03/04 18:45
13,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,vincentpon,男的,36.230.46.35 03/04 18:46
14,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,scum5566,又來了 週經文 煩不煩啊,114.46.137.101 03/04 19:12
15,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,eunhailoveu,未看先猜李利貞,123.192.124.199 03/04 19:24
16,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,dennis197,剛退伍？,1.200.33.203 03/04 19:40
17,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,amare1015,正?,111.250.158.224 03/04 19:50
18,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,zaq1xsw2121,請幫神中間戴眼鏡穿西裝的男生,180.217.179.65 03/04 20:04
19,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,ethel7669,想廚師 跟她瘋狂做菜 揉兩顆饅頭吃,110.50.137.35 03/04 20:17
20,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,z322,利貞去年長髮更正,114.26.157.188 03/04 20:42
21,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,XXXXXXXXXXXD,我學長= =,180.217.86.196 03/04 20:46
22,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,kenny719,業配喔 一直PO,114.36.81.66 03/04 20:52
23,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,litung1018,還沒點開就猜中了,49.216.160.223 03/04 21:43
24,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,abegginin,剛退伍？,125.230.94.118 03/04 21:52
25,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,ptt821105,剛退伍？,61.58.104.189 03/04 22:27
26,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,Ghosthand201,這幾個角度還挺可愛的啊,58.114.220.64 03/05 02:49
27,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,lorenzoc799,辦個婚假早點出來待退啊,49.217.98.45 03/05 03:45
28,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,popxpopxpop,可愛型,180.217.212.205 03/05 06:13
29,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,dageegee,李利貞是要問幾次,49.217.82.158 03/05 08:27
30,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,fang0423,到底是要問幾次啦,111.248.242.211 03/05 09:58
31,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,handaway,看到標題第一個想到就是她,114.136.3.142 03/05 14:06
32,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,推,nihoma,賞心樂目,39.8.32.55 03/05 19:26
33,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,噓,sing60905,可以開一篇神記者置頂文嗎 有夠煩,223.140.114.48 03/05 20:39
34,https://www.ptt.cc/bbs/Beauty/M.1583315369.A.0EF.html,→,lottery13,問幾次覺得可愛幾次,42.73.249.148 03/05 20:54
0,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,hirobumi,想把兩姐妹壓在書桌上從後面督促她們算,1.34.62.35 03/04 17:29
1,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,hirobumi,三角函數，算不出來不准下課,1.34.62.35 03/04 17:29
2,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,tinystudio,先幫補血,42.72.176.220 03/04 18:11
3,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,yuanchihwu,影子斜,223.140.248.7 03/04 18:16
4,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,imsphzzz,這種噁男就欠桶,180.204.172.1 03/04 18:17
5,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,g987669,勉強還行啦,180.217.111.212 03/04 18:17
6,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,alexyen0606,噁心,220.129.114.177 03/04 18:34
7,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,NSYSUheng,鬧,42.77.132.17 03/04 18:39
8,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,Aotearoa,這桶得算可以啦,61.56.161.89 03/04 18:51
9,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,dog990999,這真沒得凹,223.137.100.234 03/04 18:57
10,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,Wardyal,補血 文字獄不過標準統一,114.198.160.22 03/04 19:02
11,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,AliasKuo,趕來看是怎麼花式被桶的XD,114.45.239.94 03/04 19:05
12,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,AliasKuo,但感覺還是有點嚴格,114.45.239.94 03/04 19:06
13,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,DanGong5566,這種桶的話還差不多，但還是掩飾不了,101.9.131.217 03/04 19:08
14,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,DanGong5566,你其他的爭議判罰跟你避重就輕的態度,101.9.131.217 03/04 19:08
15,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,eunhailoveu,好啦 這篇還行,123.192.124.199 03/04 19:23
16,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,askdrlin,這次給過,101.10.7.49 03/04 19:31
17,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,java76803,這波可以,49.215.216.200 03/04 19:44
18,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,hateOnas,我不懂 真的 我覺得其他都差不多,220.129.187.25 03/04 19:50
19,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,jokebrother,給推,223.140.63.162 03/04 19:57
20,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,kwinner,給過 桶的好,39.10.32.59 03/04 19:58
21,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,eric761201,這樣也不行哦XD,117.19.169.141 03/04 20:00
22,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,owo0204,還可以但還是噓,180.217.136.104 03/04 20:00
23,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,hdotistyle,給過 不過我還是想噓,110.50.173.33 03/04 20:03
24,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,DanGong5566,自我感覺良好的話當然覺得差不多,101.9.131.217 03/04 20:05
25,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,ig49999,噁男當然不覺得意淫有問題啊,114.136.165.96 03/04 20:07
26,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,s859012,還行,42.75.187.8 03/04 20:18
27,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,Zhang274,"""我覺得其他都差不多"" 公評一下",118.165.100.183 03/04 20:19
28,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,推,imsphzzz,不桶這些噁男，只會愈來愈超過而已,180.204.172.1 03/04 20:22
29,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,→,imsphzzz,跟偷拍王一樣,180.204.172.1 03/04 20:22
30,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,Gusteau,我也不懂,218.166.35.118 03/04 20:24
31,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,misaka0120,連這個都不懂那辭職好了,101.12.20.148 03/04 20:27
32,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,KSWang,所以你要下去沒,111.71.70.147 03/04 20:40
33,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,dfgtt0329,沒滾下台前，每篇都噓爆,106.105.24.166 03/04 20:49
34,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,WARgame723,推 標準一致的好版主,116.241.168.148 03/04 20:50
35,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,johnwu,算三角函數是在意淫什麼啦,123.193.86.234 03/04 20:54
36,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,mokia918,桶的好 可是還是要噓,111.252.87.235 03/04 20:58
37,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,shyuhor,就噓你,223.137.109.14 03/04 21:09
38,https://www.ptt.cc/bbs/Beauty/M.1583316392.A.7E4.html,噓,java76803,其他哪裡差不多了 補噓 我耖你的版皇,49.215.216.200 03/04 21:10
